Type,URL_LENGTH,NUMBER_SPECIAL_CHARACTERS,TCP_CONVERSATION_EXCHANGE,DIST_REMOTE_TCP_PORT,REMOTE_IPS,APP_BYTES,SOURCE_APP_PACKETS,REMOTE_APP_PACKETS,SOURCE_APP_BYTES,REMOTE_APP_BYTES,APP_PACKETS,DNS_QUERY_TIMES,SOURCE_A,SOURCE_B,SOURCE_C,SOURCE_D,SOURCE_F,SOURCE_E,SOURCE_G,SOURCE_H,SOURCE_I,SOURCE_J,SOURCE_K,SOURCE_M,SOURCE_L,SOURCE_N,SOURCE_O,SOURCE_P,SOURCE_R,SOURCE_S
1,23.3030466666667,13.44556,159.066933333333,1296.62866666667,0.153367466666667,0.359584533333333,0.388729533333333,0.190543533333333,0.313341133333333,0.101955686666667,1418.39,1.17266526666667,11125.618,198.704133333333,0.008288838,0.0635231466666667,0.06959826,0.02055694,0.03889886,0.00802199933333333,32.87556,22.4481266666667,239.118533333333,2615.278,0.210103066666667,0.862173866666667,0.9221478,0.343781466666667,0.595982866666667,0.154015133333333
1,26.6450066666667,23.0180733333333,172.1498,1717.612,0.109766546666667,0.101865013333333,0.112564466666667,0.09089354,0.2347144,0.07340654,0.704013666666667,0.950645133333333,4401.54266666667,95.9582933333333,0.00676811666666667,0.01694296,0.0240932,0.0173574666666667,0.01799218,0.00457511733333333,32.37038,30.3237533333333,205.698933333333,2533.672,0.160362266666667,0.2417092,0.312952533333333,240.932,356.216666666667,0.115310573333333
1,25.5051133333333,27.5258333333333,168.393333333333,1558.286,0.141968533333333,0.2071238,0.2556988,0.165673133333333,0.268004466666667,0.0777070466666667,0.965800533333333,1.0192978,5939.10333333333,121.800193333333,0.0079663,0.0518910533333333,0.0496371733333333,0.02665796,0.029145,0.00592096866666667,30.5310066666667,33.06986,197.538333333333,2213.72466666667,0.187046133333333,0.549869,0.583418133333333,314.766,0.468003933333333,0.113445293333333
1,14.7927066666667,26.3988933333333,100.49196,500.1282,0.184585,0.367745133333333,0.312693466666667,0.136269066666667,0.336398066666667,0.12621728,0.6419672,1497.40533333333,4462.42333333333,35.2719266666667,0.0118004866666667,0.09660596,0.07332882,0.0241838733333333,0.0772407266666667,0.0119274293333333,19.31342,34.3263333333333,128.069606666667,735.360733333333,0.271760933333333,1.12214726666667,0.889764466666667,0.333548333333333,0.859842266666667,224.092666666667
1,26.2823133333333,18.57508,174.999533333333,1680.04733333333,0.129921933333333,0.172020266666667,256.476,0.135103266666667,0.2343258,0.07620446,0.9808264,1.01204393333333,7044.02266666667,122.33128,0.01488338,0.0318781533333333,0.07367856,0.0244170333333333,0.0227460533333333,0.00662563,29.1968133333333,21.5932066666667,197.149733333333,2040.15,0.1779788,265.543333333333,0.518133333333333,0.210491666666667,0.3062168,0.0994556933333333
1,16.1269,20.3367333333333,106.955673333333,618.003533333333,0.1655436,0.220206666666667,0.2044036,0.104779513333333,0.270336066666667,0.0986137266666667,0.433289,1.15310573333333,2871.754,35.2201133333333,0.00972795333333333,0.0433289,0.04756464,0.01472794,0.0280439666666667,0.006582884,20.0388066666667,30.7641666666667,133.937466666667,960.6192,0.2319942,0.679920466666667,0.693651,0.225517533333333,0.516190333333333,0.161139466666667
1,23.6398333333333,25.88076,154.921866666667,1347.14666666667,0.122577393333333,141.191333333333,0.145984066666667,95.8546666666667,0.2323828,0.07437804,0.5786254,1.00155173333333,4.11916,69.83142,0.005588068,0.0179015066666667,0.0291968133333333,0.0134585133333333,0.0177331133333333,0.00282253133333333,29.6372266666667,35.82892,198.445066666667,2080.30533333333,0.186787066666667,0.333677866666667,0.490154133333333,0.2502584,0.3967606,0.108393493333333
1,17.75902,26.9817933333333,116.839066666667,748.573133333333,0.154015133333333,0.213082333333333,0.12132092,0.0775257,0.2844552,0.0965152866666667,0.755827,1783.674,4994.80533333333,66.0101866666667,0.01140541,0.0392356466666667,0.0322278933333333,0.0187564266666667,0.0192486533333333,0.007010344,22.0983866666667,36.45068,143.263866666667,1161.914,0.214248133333333,0.476941733333333,0.346890266666667,0.201553866666667,0.413988533333333,0.149092866666667
1,16.8393333333333,28.2641733333333,113.341666666667,673.314266666667,0.164895933333333,0.2502584,0.240802466666667,0.121152526666667,304.403333333333,0.09571218,0.3967606,1297.924,3116.572,31.5025066666667,0.00742355533333333,0.0453625733333333,0.0460231933333333,0.0158807866666667,0.0277589933333333,0.00485620466666667,20.0647133333333,39.8055933333333,137.5644,957.639933333333,0.220595266666667,0.699609533333333,698.184666666667,266.838666666667,0.567096933333333,0.138859733333333
1,16.1398533333333,31.1398133333333,108.76914,616.449133333333,0.153626533333333,0.310361866666667,0.294429266666667,0.110660326666667,262.952666666667,0.106774326666667,0.3854912,2071.238,2641.18466666667,31.01028,0.009260338,0.0934842066666667,0.10029766,0.0185491733333333,0.0231735133333333,0.01305696,19.54658,52.69416,126.4893,921.500133333333,0.240025266666667,1370.46266666667,1431.34333333333,286.268666666667,0.565542533333333,0.268781666666667
1,20.75124,30.1035466666667,133.030733333333,1033.41693333333,0.106295053333333,0.08638578,0.0427330466666667,0.0430439266666667,0.197926933333333,0.07379514,0.491579,1537.56066666667,3194.292,52.4739533333333,0.005218898,0.0120064446666667,0.01426162,0.00983287533333333,0.0189118666666667,0.003940404,24.8574466666667,43.8858933333333,160.362266666667,1489.63333333333,0.152978866666667,0.2009062,0.188989133333333,0.1292095,0.381864266666667,0.109481573333333
1,20.44036,23.1735133333333,134.196533333333,1011.65533333333,0.125776866666667,0.167357066666667,0.12893748,0.08556972,0.2386004,0.0787821733333333,0.6551796,1.2757738,4616.568,70.1552533333333,0.00747536866666667,0.0526034866666667,0.0361527533333333,0.0166061733333333,0.0260102933333333,0.00536786133333333,26.4507066666667,35.3366933333333,176.813,1682.638,0.180828533333333,0.726552466666667,0.513599666666667,234.455333333333,0.4911904,0.135750933333333
1,24.83154,32.1242666666667,171.502133333333,1454.65933333333,0.126165466666667,0.318392933333333,0.267486333333333,0.144818266666667,0.3104914,101.036,1.237691,4621.74933333333,14.33934,150.517733333333,0.00406605133333333,0.107473806666667,0.115155133333333,0.0529791333333333,0.0580827466666667,0.01663208,27.1501866666667,38.78228,196.502066666667,1725.384,0.134326066666667,0.5055686,0.4713718,0.2288854,0.411397866666667,0.1325126
1,20.5310333333333,31.0232333333333,134.326066666667,1013.8574,0.108820953333333,0.1297924,0.128730226666667,0.06948168,0.239248066666667,0.0691448933333333,0.522407933333333,1396.36933333333,3760.35266666667,47.3832933333333,0.0126541113333333,0.04049212,0.0654272866666667,0.02580304,0.0386138866666667,0.00388859066666667,21.8134133333333,35.82892,145.077333333333,1135.35966666667,0.1465022,0.249222133333333,0.3007764,0.1449478,0.363859133333333,0.0814376066666667
